<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.10.03	11:00:00	1.08854	1.08938	1.08833	1.08911	3381	0	5
2017.10.03	12:00:00	1.08911	1.08990	1.08884	1.08930	2800	0	1
2017.10.03	13:00:00	1.08928	1.08956	1.08877	1.08938	3981	0	2
2017.10.03	14:00:00	1.08941	1.08941	1.08824	1.08847	3071	0	2
2017.10.03	15:00:00	1.08846	1.08952	1.08838	1.08937	3901	0	1
2017.10.03	16:00:00	1.08937	1.09018	1.08924	1.09012	4140	0	0
2017.10.03	17:00:00	1.09013	1.09403	1.08993	1.09388	6097	0	0
2017.10.03	18:00:00	1.09380	1.09458	1.09292	1.09395	4039	0	0
2017.10.03	19:00:00	1.09395	1.09444	1.09338	1.09423	3776	0	0
2017.10.03	20:00:00	1.09423	1.09446	1.09374	1.09424	2428	0	1
2017.10.03	21:00:00	1.09424	1.09492	1.09393	1.09432	1528	0	0
2017.10.03	22:00:00	1.09435	1.09455	1.09410	1.09443	2345	0	1
2017.10.03	23:00:00	1.09443	1.09485	1.09387	1.09401	1097	0	2
2017.10.04	00:00:00	1.09401	1.09511	1.09393	1.09487	2111	0	21
2017.10.04	01:00:00	1.09482	1.09566	1.09460	1.09491	1528	0	4
2017.10.04	02:00:00	1.09491	1.09493	1.09357	1.09396	1845	0	4
2017.10.04	03:00:00	1.09398	1.09447	1.09278	1.09285	4800	0	3
2017.10.04	04:00:00	1.09285	1.09357	1.09194	1.09308	3009	0	7
2017.10.04	05:00:00	1.09308	1.09333	1.09251	1.09306	3544	0	4
2017.10.04	06:00:00	1.09307	1.09435	1.09279	1.09420	2252	0	2
2017.10.04	07:00:00	1.09420	1.09536	1.09374	1.09522	1719	0	2
2017.10.04	08:00:00	1.09522	1.09537	1.09422	1.09488	2230	0	3
2017.10.04	09:00:00	1.09490	1.09560	1.09424	1.09505	5738	0	2
2017.10.04	10:00:00	1.09504	1.09566	1.09476	1.09499	3211	0	0
2017.10.04	11:00:00	1.09499	1.09581	1.09441	1.09580	3049	0	1
2017.10.04	12:00:00	1.09582	1.09605	1.09521	1.09546	2651	0	2
2017.10.04	13:00:00	1.09546	1.09636	1.09518	1.09544	3724	0	0
2017.10.04	14:00:00	1.09545	1.09601	1.09447	1.09475	3586	0	0
2017.10.04	15:00:00	1.09477	1.09481	1.09385	1.09474	4953	0	4
2017.10.04	16:00:00	1.09474	1.09532	1.09400	1.09482	5553	0	1
2017.10.04	17:00:00	1.09482	1.09660	1.09427	1.09660	7736	0	0
2017.10.04	18:00:00	1.09664	1.09732	1.09619	1.09728	4350	0	0
2017.10.04	19:00:00	1.09729	1.09749	1.09645	1.09654	2436	0	2
2017.10.04	20:00:00	1.09652	1.09716	1.09643	1.09684	2297	0	1
2017.10.04	21:00:00	1.09682	1.09726	1.09632	1.09666	1852	0	0
2017.10.04	22:00:00	1.09666	1.09692	1.09625	1.09658	2392	0	2
2017.10.04	23:00:00	1.09658	1.09692	1.09636	1.09663	962	0	6
2017.10.05	00:00:00	1.09663	1.09789	1.09654	1.09707	2586	0	11
2017.10.05	01:00:00	1.09707	1.09775	1.09702	1.09772	1378	0	0
2017.10.05	02:00:00	1.09772	1.09934	1.09751	1.09828	1535	0	4
2017.10.05	03:00:00	1.09831	1.09910	1.09427	1.09430	4549	0	1
2017.10.05	04:00:00	1.09432	1.09483	1.09326	1.09402	2872	0	6
2017.10.05	05:00:00	1.09405	1.09454	1.09341	1.09378	1617	0	5
2017.10.05	06:00:00	1.09378	1.09434	1.09342	1.09421	1017	0	11
2017.10.05	07:00:00	1.09422	1.09459	1.09380	1.09394	1192	0	4
2017.10.05	08:00:00	1.09394	1.09430	1.09314	1.09400	1699	0	4
2017.10.05	09:00:00	1.09399	1.09417	1.09309	1.09317	4096	0	2
2017.10.05	10:00:00	1.09319	1.09415	1.09277	1.09354	3888	0	4
2017.10.05	11:00:00	1.09353	1.09402	1.09294	1.09367	2938	0	3
2017.10.05	12:00:00	1.09366	1.09408	1.09318	1.09339	3313	0	2
2017.10.05	13:00:00	1.09343	1.09348	1.09222	1.09309	3414	0	0
2017.10.05	14:00:00	1.09306	1.09354	1.09245	1.09329	3846	0	1
2017.10.05	15:00:00	1.09331	1.09391	1.09289	1.09337	5407	0	1
2017.10.05	16:00:00	1.09334	1.09502	1.09295	1.09443	6449	0	2
2017.10.05	17:00:00	1.09443	1.09495	1.09359	1.09426	5469	0	3
2017.10.05	18:00:00	1.09426	1.09587	1.09414	1.09566	4339	0	6
2017.10.05	19:00:00	1.09565	1.09597	1.09480	1.09555	2445	0	2
2017.10.05	20:00:00	1.09556	1.09578	1.09508	1.09549	2026	0	3
2017.10.05	21:00:00	1.09549	1.09559	1.09452	1.09477	1708	0	3
2017.10.05	22:00:00	1.09482	1.09515	1.09456	1.09479	1685	0	7
2017.10.05	23:00:00	1.09480	1.09547	1.09458	1.09464	1034	0	7
2017.10.06	00:00:00	1.09458	1.09530	1.09436	1.09505	1471	0	9
2017.10.06	01:00:00	1.09505	1.09534	1.09464	1.09524	1021	0	7
2017.10.06	02:00:00	1.09522	1.09578	1.09488	1.09528	1974	0	1
2017.10.06	03:00:00	1.09530	1.09653	1.09433	1.09621	4862	0	5
2017.10.06	04:00:00	1.09617	1.09684	1.09470	1.09486	2576	0	2
2017.10.06	05:00:00	1.09485	1.09570	1.09298	1.09304	2707	0	4
2017.10.06	06:00:00	1.09304	1.09317	1.09100	1.09216	3946	0	1
2017.10.06	07:00:00	1.09212	1.09321	1.09136	1.09280	2177	0	2
2017.10.06	08:00:00	1.09281	1.09374	1.09231	1.09339	1925	0	0
2017.10.06	09:00:00	1.09337	1.09437	1.09303	1.09431	4288	0	1
2017.10.06	10:00:00	1.09427	1.09458	1.09347	1.09415	3724	0	0
2017.10.06	11:00:00	1.09415	1.09533	1.09350	1.09528	3891	0	1
2017.10.06	12:00:00	1.09523	1.09643	1.09509	1.09643	2882	0	0
2017.10.06	13:00:00	1.09643	1.09705	1.09597	1.09656	3653	0	0
2017.10.06	14:00:00	1.09661	1.09698	1.09634	1.09667	3384	0	1
2017.10.06	15:00:00	1.09667	1.09721	1.09405	1.09628	9587	0	0
2017.10.06	16:00:00	1.09627	1.09665	1.09522	1.09533	7234	0	0
2017.10.06	17:00:00	1.09535	1.09569	1.09401	1.09468	9586	0	2
2017.10.06	18:00:00	1.09468	1.09507	1.09427	1.09496	5325	0	3
2017.10.06	19:00:00	1.09496	1.09619	1.09492	1.09569	3138	0	1
2017.10.06	20:00:00	1.09569	1.09616	1.09558	1.09603	2011	0	2
2017.10.06	21:00:00	1.09602	1.09623	1.09565	1.09600	1511	0	0
2017.10.06	22:00:00	1.09604	1.09646	1.09594	1.09643	1418	0	5
2017.10.06	23:00:00	1.09643	1.09669	1.09442	1.09442	1255	0	0
2017.10.09	00:00:00	1.09962	1.10100	1.09875	1.10029	1176	0	19
2017.10.09	01:00:00	1.10030	1.10052	1.09951	1.10001	1988	0	3
2017.10.09	02:00:00	1.09996	1.10127	1.09996	1.10017	1772	0	6
2017.10.09	03:00:00	1.10015	1.10037	1.09901	1.09968	2913	0	2
2017.10.09	04:00:00	1.09968	1.10038	1.09840	1.09879	2687	0	2
2017.10.09	05:00:00	1.09879	1.09982	1.09860	1.09917	2187	0	1
2017.10.09	06:00:00	1.09917	1.09943	1.09811	1.09840	1405	0	1
2017.10.09	07:00:00	1.09842	1.09852	1.09717	1.09732	1933	0	1
2017.10.09	08:00:00	1.09732	1.09778	1.09701	1.09725	1603	0	0
2017.10.09	09:00:00	1.09730	1.09792	1.09711	1.09743	2939	0	1
2017.10.09	10:00:00	1.09743	1.09784	1.09587	1.09591	3176	0	2
2017.10.09	11:00:00	1.09596	1.09684	1.09565	1.09639	3121	0	1
2017.10.09	12:00:00	1.09639	1.09643	1.09504	1.09537	4269	0	0
2017.10.09	13:00:00	1.09539	1.09585	1.09458	1.09524	2506	0	2
2017.10.09	14:00:00	1.09524	1.09615	1.09465	1.09568	3263	0	0
2017.10.09	15:00:00	1.09569	1.09629	1.09497	1.09614	4296	0	1
2017.10.09	16:00:00	1.09612	1.09691	1.09570	1.09649	2316	0	0
2017.10.09	17:00:00	1.09649	1.09819	1.09624	1.09810	4249	0	0
2017.10.09	18:00:00	1.09812	1.09817	1.09717	1.09772	2726	0	1
2017.10.09	19:00:00	1.09775	1.09817	1.09752	1.09816	1789	0	1
2017.10.09	20:00:00	1.09816	1.09832	1.09767	1.09799	1362	0	0
2017.10.09	21:00:00	1.09799	1.09799	1.09726	1.09731	1590	0	5
2017.10.09	22:00:00	1.09731	1.09759	1.09721	1.09751	1366	0	5
2017.10.09	23:00:00	1.09753	1.09769	1.09667	1.09667	919	0	8
2017.10.10	00:00:00	1.09667	1.09844	1.09655	1.09826	1250	0	7
2017.10.10	01:00:00	1.09834	1.09851	1.09747	1.09757	1411	0	2
2017.10.10	02:00:00	1.09757	1.09872	1.09750	1.09810	1803	0	4
2017.10.10	03:00:00	1.09809	1.09936	1.09744	1.09890	3135	0	3
2017.10.10	04:00:00	1.09889	1.09982	1.09849	1.09881	5702	0	0
2017.10.10	05:00:00	1.09881	1.10018	1.09881	1.10013	2256	0	2
2017.10.10	06:00:00	1.10013	1.10055	1.09955	1.10025	1766	0	0
2017.10.10	07:00:00	1.10024	1.10086	1.09990	1.10073	1844	0	0
2017.10.10	08:00:00	1.10073	1.10186	1.10050	1.10170	2199	0	1
2017.10.10	09:00:00	1.10169	1.10221	1.10096	1.10138	4292	0	0
2017.10.10	10:00:00	1.10142	1.10187	1.10023	1.10070	4640	0	1
2017.10.10	11:00:00	1.10070	1.10149	1.09987	1.10047	3983	0	3
2017.10.10	12:00:00	1.10046	1.10110	1.09990	1.10103	4307	0	0
2017.10.10	13:00:00	1.10101	1.10152	1.10044	1.10063	4181	0	0
2017.10.10	14:00:00	1.10064	1.10150	1.10042	1.10081	3166	0	2
2017.10.10	15:00:00	1.10081	1.10160	1.10065	1.10130	5170	0	1
2017.10.10	16:00:00	1.10130	1.10210	1.10067	1.10106	4835	0	0
2017.10.10	17:00:00	1.10106	1.10109	1.09977	1.10042	6696	0	0
2017.10.10	18:00:00	1.10043	1.10104	1.10020	1.10047	4652	0	1
2017.10.10	19:00:00	1.10048	1.10080	1.10011	1.10063	5271	0	1
2017.10.10	20:00:00	1.10063	1.10120	1.10030	1.10105	4798	0	3
2017.10.10	21:00:00	1.10106	1.10147	1.10067	1.10081	4897	0	3
2017.10.10	22:00:00	1.10081	1.10104	1.09987	1.10001	2774	0	3
2017.10.10	23:00:00	1.10001	1.10030	1.09954	1.09992	1692	0	7
2017.10.11	00:00:00	1.09992	1.10043	1.09974	1.10003	1816	0	18
2017.10.11	01:00:00	1.10007	1.10035	1.09980	1.10025	1551	0	9
2017.10.11	02:00:00	1.10025	1.10084	1.09967	1.10079	2296	0	5
2017.10.11	03:00:00	1.10078	1.10113	1.09911	1.09939	5003	0	2
2017.10.11	04:00:00	1.09934	1.10034	1.09911	1.09966	3947	0	1
2017.10.11	05:00:00	1.09968	1.10020	1.09832	1.09917	4266	0	2
2017.10.11	06:00:00	1.09920	1.09972	1.09879	1.09928	3588	0	5
2017.10.11	07:00:00	1.09928	1.09972	1.09851	1.09941	2166	0	5
2017.10.11	08:00:00	1.09941	1.09999	1.09913	1.09977	1585	0	5
2017.10.11	09:00:00	1.09978	1.10160	1.09954	1.10098	4410	0	0
2017.10.11	10:00:00	1.10098	1.10180	1.10051	1.10106	4603	0	1
2017.10.11	11:00:00	1.10106	1.10224	1.10081	1.10117	4371	0	1
2017.10.11	12:00:00	1.10117	1.10161	1.10094	1.10111	2993	0	1
2017.10.11	13:00:00	1.10111	1.10238	1.10103	1.10214	2406	0	2
2017.10.11	14:00:00	1.10215	1.10227	1.10110	1.10119	3034	0	2
2017.10.11	15:00:00	1.10118	1.10144	1.10018	1.10039	4911	0	2
2017.10.11	16:00:00	1.10038	1.10061	1.09877	1.09915	5141	0	0
2017.10.11	17:00:00	1.09910	1.10071	1.09910	1.09988	3905	0	3
2017.10.11	18:00:00	1.09991	1.10028	1.09934	1.09947	3331	0	2
2017.10.11	19:00:00	1.09947	1.09951	1.09871	1.09888	2041	0	5
2017.10.11	20:00:00	1.09890	1.09973	1.09836	1.09860	2070	0	2
2017.10.11	21:00:00	1.09825	1.09996	1.09820	1.09957	5638	0	4
2017.10.11	22:00:00	1.09957	1.09964	1.09891	1.09906	3455	0	5
2017.10.11	23:00:00	1.09906	1.09945	1.09835	1.09921	1707	0	6
2017.10.12	00:00:00	1.09921	1.09954	1.09831	1.09859	1403	0	15
2017.10.12	01:00:00	1.09864	1.09970	1.09825	1.09830	2394	0	2
2017.10.12	02:00:00	1.09831	1.09963	1.09831	1.09932	3240	0	4
2017.10.12	03:00:00	1.09931	1.10021	1.09821	1.10004	4292	0	0
2017.10.12	04:00:00	1.10004	1.10064	1.09974	1.10044	3671	0	4
2017.10.12	05:00:00	1.10043	1.10096	1.09991	1.10072	3272	0	1
2017.10.12	06:00:00	1.10076	1.10123	1.09990	1.10029	3852	0	1
2017.10.12	07:00:00	1.10031	1.10031	1.09864	1.09964	3021	0	0
2017.10.12	08:00:00	1.09964	1.09984	1.09844	1.09926	2784	0	3
2017.10.12	09:00:00	1.09927	1.10039	1.09911	1.09999	3556	0	0
2017.10.12	10:00:00	1.09998	1.10049	1.09950	1.09977	5171	0	3
2017.10.12	11:00:00	1.09977	1.10009	1.09881	1.09899	4105	0	3
2017.10.12	12:00:00	1.09902	1.09922	1.09846	1.09850	3385	0	1
2017.10.12	13:00:00	1.09851	1.09889	1.09813	1.09866	3148	0	3
2017.10.12	14:00:00	1.09865	1.09986	1.09850	1.09908	5035	0	2
2017.10.12	15:00:00	1.09907	1.09943	1.09862	1.09885	6027	0	2
2017.10.12	16:00:00	1.09887	1.09899	1.09824	1.09868	4774	0	2
2017.10.12	17:00:00	1.09868	1.09965	1.09807	1.09901	5969	0	0
2017.10.12	18:00:00	1.09904	1.09906	1.09798	1.09835	4509	0	1
2017.10.12	19:00:00	1.09834	1.09904	1.09695	1.09736	4794	0	1
2017.10.12	20:00:00	1.09735	1.09743	1.09579	1.09625	4191	0	3
2017.10.12	21:00:00	1.09625	1.09712	1.09593	1.09711	3754	0	0
2017.10.12	22:00:00	1.09709	1.09725	1.09646	1.09707	2403	0	2
2017.10.12	23:00:00	1.09707	1.09708	1.09633	1.09663	2272	0	6
2017.10.13	00:00:00	1.09663	1.09698	1.09591	1.09679	1119	0	30
2017.10.13	01:00:00	1.09674	1.09692	1.09572	1.09622	1149	0	5
2017.10.13	02:00:00	1.09620	1.09795	1.09604	1.09785	2043	0	4
2017.10.13	03:00:00	1.09778	1.09844	1.09728	1.09833	3261	0	0
2017.10.13	04:00:00	1.09832	1.09932	1.09801	1.09931	3837	0	2
2017.10.13	05:00:00	1.09931	1.09931	1.09724	1.09735	4921	0	3
2017.10.13	06:00:00	1.09735	1.09797	1.09713	1.09721	2647	0	2
2017.10.13	07:00:00	1.09720	1.09789	1.09715	1.09775	2487	0	2
2017.10.13	08:00:00	1.09774	1.09789	1.09668	1.09765	3161	0	1
2017.10.13	09:00:00	1.09765	1.09843	1.09714	1.09722	6012	0	1
2017.10.13	10:00:00	1.09722	1.09764	1.09658	1.09695	5750	0	2
2017.10.13	11:00:00	1.09694	1.09720	1.09656	1.09707	3554	0	2
2017.10.13	12:00:00	1.09706	1.09745	1.09680	1.09735	3257	0	0
2017.10.13	13:00:00	1.09732	1.09821	1.09680	1.09771	3092	0	2
2017.10.13	14:00:00	1.09771	1.09815	1.09679	1.09690	3478	0	2
2017.10.13	15:00:00	1.09690	1.09849	1.09540	1.09829	10136	0	1
2017.10.13	16:00:00	1.09829	1.09899	1.09665	1.09686	8707	0	2
2017.10.13	17:00:00	1.09685	1.09786	1.09631	1.09632	6918	0	1
2017.10.13	18:00:00	1.09636	1.09734	1.09603	1.09715	5404	0	0
2017.10.13	19:00:00	1.09712	1.09736	1.09570	1.09631	3363	0	3
2017.10.13	20:00:00	1.09634	1.09671	1.09589	1.09647	3308	0	4
2017.10.13	21:00:00	1.09647	1.09684	1.09632	1.09681	2206	0	2
2017.10.13	22:00:00	1.09681	1.09760	1.09662	1.09721	1459	0	2
2017.10.13	23:00:00	1.09721	1.10043	1.09541	1.09541	1685	0	7
2017.10.16	00:00:00	1.09880	1.09880	1.09701	1.09825	441	0	60
2017.10.16	01:00:00	1.09832	1.10008	1.09802	1.09828	1662	0	4
2017.10.16	02:00:00	1.09831	1.09925	1.09805	1.09873	1136	0	8
2017.10.16	03:00:00	1.09873	1.09877	1.09702	1.09727	2582	0	1
2017.10.16	04:00:00	1.09727	1.09744	1.09634	1.09725	4061	0	1
2017.10.16	05:00:00	1.09727	1.09855	1.09708	1.09827	2816	0	3
2017.10.16	06:00:00	1.09825	1.09855	1.09750	1.09750	2575	0	0
2017.10.16	07:00:00	1.09752	1.09762	1.09691	1.09740	1656	0	2
2017.10.16	08:00:00	1.09740	1.09784	1.09693	1.09727	2829	0	2
2017.10.16	09:00:00	1.09726	1.09757	1.09642	1.09735	5361	0	2
2017.10.16	10:00:00	1.09735	1.09824	1.09685	1.09725	5197	0	0
2017.10.16	11:00:00	1.09723	1.09754	1.09640	1.09644	3575	0	4
2017.10.16	12:00:00	1.09644	1.09653	1.09495	1.09512	2699	0	2
2017.10.16	13:00:00	1.09515	1.09540	1.09457	1.09474	3028	0	3
2017.10.16	14:00:00	1.09476	1.09547	1.09394	1.09417	3741	0	0
2017.10.16	15:00:00	1.09418	1.09546	1.09346	1.09420	6366	0	2
2017.10.16	16:00:00	1.09421	1.09523	1.09411	1.09508	5620	0	1
2017.10.16	17:00:00	1.09507	1.09552	1.09446	1.09502	5942	0	0
2017.10.16	18:00:00	1.09500	1.09559	1.09433	1.09444	4990	0	1
2017.10.16	19:00:00	1.09443	1.09449	1.09390	1.09447	2514	0	4
2017.10.16	20:00:00	1.09447	1.09496	1.09418	1.09469	3304	0	4
2017.10.16	21:00:00	1.09469	1.09536	1.09462	1.09483	4724	0	3
2017.10.16	22:00:00	1.09483	1.09508	1.09448	1.09463	2616	0	2
2017.10.16	23:00:00	1.09463	1.09501	1.09438	1.09440	1237	0	5
2017.10.17	00:00:00	1.09440	1.09485	1.08732	1.09207	4715	0	6
2017.10.17	01:00:00	1.09197	1.09341	1.09107	1.09195	2155	0	3
2017.10.17	02:00:00	1.09195	1.09214	1.09090	1.09185	2661	0	1
2017.10.17	03:00:00	1.09181	1.09257	1.09065	1.09068	5221	0	2
2017.10.17	04:00:00	1.09074	1.09386	1.09064	1.09341	4795	0	1
2017.10.17	05:00:00	1.09340	1.09503	1.09334	1.09409	4501	0	0
2017.10.17	06:00:00	1.09407	1.09556	1.09363	1.09537	2607	0	0
2017.10.17	07:00:00	1.09533	1.09574	1.09480	1.09532	2428	0	3
2017.10.17	08:00:00	1.09532	1.09583	1.09445	1.09468	3457	0	1
2017.10.17	09:00:00	1.09468	1.09496	1.09385	1.09481	5514	0	3
2017.10.17	10:00:00	1.09484	1.09507	1.09408	1.09434	5923	0	3
2017.10.17	11:00:00	1.09434	1.09480	1.09366	1.09396	4357	0	2
2017.10.17	12:00:00	1.09400	1.09436	1.09315	1.09376	4574	0	2
2017.10.17	13:00:00	1.09376	1.09399	1.09309	1.09334	5272	0	4
2017.10.17	14:00:00	1.09335	1.09338	1.09163	1.09256	5364	0	0
2017.10.17	15:00:00	1.09255	1.09359	1.09182	1.09339	7114	0	2
2017.10.17	16:00:00	1.09339	1.09412	1.09281	1.09404	6944	0	1
2017.10.17	17:00:00	1.09404	1.09430	1.09344	1.09378	6344	0	1
2017.10.17	18:00:00	1.09381	1.09388	1.09278	1.09282	4383	0	0
2017.10.17	19:00:00	1.09284	1.09398	1.09265	1.09373	2572	0	1
2017.10.17	20:00:00	1.09373	1.09422	1.09372	1.09411	2360	0	5
2017.10.17	21:00:00	1.09411	1.09439	1.09371	1.09422	2388	0	1
2017.10.17	22:00:00	1.09420	1.09470	1.09404	1.09419	2418	0	0
2017.10.17	23:00:00	1.09419	1.09448	1.09365	1.09374	1224	0	3
2017.10.18	00:00:00	1.09374	1.09415	1.09317	1.09384	483	0	13
2017.10.18	01:00:00	1.09386	1.09401	1.09301	1.09329	937	0	9
2017.10.18	02:00:00	1.09329	1.09415	1.09305	1.09377	1868	0	5
2017.10.18	03:00:00	1.09379	1.09470	1.09379	1.09463	2881	0	4
2017.10.18	04:00:00	1.09462	1.09646	1.09443	1.09618	3267	0	0
2017.10.18	05:00:00	1.09617	1.09638	1.09558	1.09582	2446	0	2
2017.10.18	06:00:00	1.09580	1.09669	1.09576	1.09659	2318	0	0
2017.10.18	07:00:00	1.09659	1.09710	1.09646	1.09709	1505	0	2
2017.10.18	08:00:00	1.09709	1.09712	1.09603	1.09631	3117	0	1
2017.10.18	09:00:00	1.09631	1.09754	1.09614	1.09744	4265	0	0
2017.10.18	10:00:00	1.09744	1.09897	1.09599	1.09866	5563	0	2
2017.10.18	11:00:00	1.09865	1.09921	1.09788	1.09800	5268	0	0
2017.10.18	12:00:00	1.09801	1.09829	1.09728	1.09788	5337	0	3
2017.10.18	13:00:00	1.09786	1.09794	1.09730	1.09735	4300	0	3
2017.10.18	14:00:00	1.09734	1.09844	1.09721	1.09838	5556	0	2
2017.10.18	15:00:00	1.09841	1.09872	1.09732	1.09783	6622	0	2
2017.10.18	16:00:00	1.09783	1.09840	1.09679	1.09834	6286	0	0
2017.10.18	17:00:00	1.09833	1.09858	1.09749	1.09751	6782	0	1
2017.10.18	18:00:00	1.09753	1.09824	1.09720	1.09787	5064	0	0
2017.10.18	19:00:00	1.09784	1.09830	1.09727	1.09747	3905	0	3
2017.10.18	20:00:00	1.09745	1.09817	1.09740	1.09774	2062	0	4
2017.10.18	21:00:00	1.09774	1.09841	1.09751	1.09830	2586	0	1
2017.10.18	22:00:00	1.09824	1.09830	1.09686	1.09697	2400	0	3
2017.10.18	23:00:00	1.09697	1.09737	1.09622	1.09635	1496	0	5
2017.10.19	00:00:00	1.09635	1.09689	1.09602	1.09624	1187	0	10
2017.10.19	01:00:00	1.09624	1.09644	1.09532	1.09633	2211	0	0
2017.10.19	02:00:00	1.09633	1.09642	1.09556	1.09595	2596	0	6
2017.10.19	03:00:00	1.09595	1.09853	1.09500	1.09831	5759	0	2
2017.10.19	04:00:00	1.09829	1.10039	1.09797	1.10032	5659	0	2
2017.10.19	05:00:00	1.10032	1.10057	1.09923	1.09993	5785	0	3
2017.10.19	06:00:00	1.09992	1.10161	1.09953	1.10157	3233	0	0
2017.10.19	07:00:00	1.10157	1.10811	1.09981	1.10662	7510	0	1
2017.10.19	08:00:00	1.10658	1.11123	1.10429	1.11017	7819	0	4
2017.10.19	09:00:00	1.11017	1.11746	1.10964	1.11648	9492	0	1
2017.10.19	10:00:00	1.11647	1.11772	1.11518	1.11623	7462	0	0
2017.10.19	11:00:00	1.11621	1.11801	1.11542	1.11789	7972	0	1
2017.10.19	12:00:00	1.11788	1.11848	1.11764	1.11779	4308	0	2
2017.10.19	13:00:00	1.11779	1.11902	1.11669	1.11894	5273	0	0
2017.10.19	14:00:00	1.11892	1.12128	1.11872	1.12111	5613	0	0
2017.10.19	15:00:00	1.12110	1.12168	1.11952	1.12025	6548	0	1
2017.10.19	16:00:00	1.12024	1.12134	1.11989	1.11995	6058	0	3
2017.10.19	17:00:00	1.11995	1.12216	1.11938	1.12199	6242	0	0
2017.10.19	18:00:00	1.12198	1.12247	1.12080	1.12141	5189	0	0
2017.10.19	19:00:00	1.12143	1.12230	1.12084	1.12137	3644	0	0
2017.10.19	20:00:00	1.12137	1.12202	1.12125	1.12137	2443	0	2
2017.10.19	21:00:00	1.12135	1.12150	1.12049	1.12082	2708	0	1
2017.10.19	22:00:00	1.12084	1.12167	1.12075	1.12108	2369	0	1
2017.10.19	23:00:00	1.12111	1.12194	1.11956	1.11982	3320	0	1
2017.10.20	00:00:00	1.11982	1.12177	1.11917	1.12078	1219	0	7
2017.10.20	01:00:00	1.12078	1.12152	1.11994	1.12084	3083	0	3
2017.10.20	02:00:00	1.12084	1.12168	1.11996	1.12001	2300	0	3
2017.10.20	03:00:00	1.11996	1.12497	1.11986	1.12397	4533	0	0
2017.10.20	04:00:00	1.12398	1.12533	1.12303	1.12359	6550	0	0
2017.10.20	05:00:00	1.12358	1.12419	1.12126	1.12335	7011	0	0
2017.10.20	06:00:00	1.12335	1.12341	1.12031	1.12221	3722	0	1
2017.10.20	07:00:00	1.12221	1.12297	1.12147	1.12257	3484	0	1
2017.10.20	08:00:00	1.12258	1.12322	1.12165	1.12195	4485	0	0
2017.10.20	09:00:00	1.12195	1.12282	1.12160	1.12278	5389	0	0
