<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.03	18:00:00	0.69012	0.69404	0.68978	0.69252	8102	6189588000	21
2017.01.03	19:00:00	0.69252	0.69384	0.69240	0.69372	3332	2802816000	21
2017.01.03	20:00:00	0.69371	0.69402	0.69227	0.69236	3236	2950283000	21
2017.01.03	21:00:00	0.69236	0.69249	0.69118	0.69118	5875	6199830000	21
2017.01.03	22:00:00	0.69118	0.69252	0.69115	0.69164	7098	7660831000	21
2017.01.03	23:00:00	0.69164	0.69186	0.69050	0.69156	2154	1391626000	21
2017.01.04	00:00:00	0.69157	0.69197	0.69111	0.69160	573	227800000	0
2017.01.04	01:00:00	0.69160	0.69253	0.69142	0.69189	3556	1944850000	21
2017.01.04	02:00:00	0.69189	0.69208	0.68890	0.68978	5177	3044521000	21
2017.01.04	03:00:00	0.68974	0.69009	0.68900	0.68995	5242	3124654000	21
2017.01.04	04:00:00	0.68995	0.69049	0.68944	0.69049	3693	1949515000	21
2017.01.04	05:00:00	0.69049	0.69058	0.68999	0.69051	4936	2618200000	21
2017.01.04	06:00:00	0.69051	0.69114	0.69038	0.69075	4755	3668055000	21
2017.01.04	07:00:00	0.69074	0.69149	0.69062	0.69144	3075	1886081000	21
2017.01.04	08:00:00	0.69143	0.69248	0.69100	0.69204	3714	2140874000	22
2017.01.04	09:00:00	0.69205	0.69281	0.69188	0.69217	3969	2455721000	21
2017.01.04	10:00:00	0.69217	0.69465	0.69200	0.69424	6076	3432305000	21
2017.01.04	11:00:00	0.69424	0.69509	0.69361	0.69365	5051	3563342000	21
2017.01.04	12:00:00	0.69365	0.69527	0.69286	0.69468	4743	3329304000	21
2017.01.04	13:00:00	0.69468	0.69556	0.69356	0.69396	4434	3368598000	21
2017.01.04	14:00:00	0.69395	0.69473	0.69315	0.69428	4531	3281111000	21
2017.01.04	15:00:00	0.69435	0.69547	0.69374	0.69466	4682	2995747000	21
2017.01.04	16:00:00	0.69466	0.69555	0.69417	0.69510	7349	4294937000	21
2017.01.04	17:00:00	0.69514	0.69532	0.69415	0.69525	7067	4957653000	21
2017.01.04	18:00:00	0.69524	0.69535	0.69443	0.69469	5336	4527812000	21
2017.01.04	19:00:00	0.69469	0.69527	0.69435	0.69464	3979	3469518000	21
2017.01.04	20:00:00	0.69464	0.69532	0.69437	0.69490	6415	7600563000	21
2017.01.04	21:00:00	0.69489	0.69658	0.69300	0.69415	9315	8347672000	21
2017.01.04	22:00:00	0.69415	0.69619	0.69395	0.69615	6570	6482845000	21
2017.01.04	23:00:00	0.69615	0.69738	0.69587	0.69641	3622	2660733000	22
2017.01.05	00:00:00	0.69652	0.69705	0.69513	0.69632	836	546472000	0
2017.01.05	01:00:00	0.69634	0.69663	0.69536	0.69661	3091	1837318000	22
2017.01.05	02:00:00	0.69658	0.69978	0.69658	0.69957	10128	5478180000	21
2017.01.05	03:00:00	0.69958	0.69969	0.69696	0.69757	7165	3491923000	23
2017.01.05	04:00:00	0.69761	0.69860	0.69730	0.69801	6746	5281728000	24
2017.01.05	05:00:00	0.69798	0.69946	0.69791	0.69866	5863	3798224000	21
2017.01.05	06:00:00	0.69866	0.69924	0.69837	0.69906	5181	3278551000	23
2017.01.05	07:00:00	0.69906	0.70103	0.69901	0.69982	8469	5123769000	21
2017.01.05	08:00:00	0.69981	0.70271	0.69972	0.70199	8803	6165901000	23
2017.01.05	09:00:00	0.70198	0.70209	0.69958	0.69976	6843	4726767000	21
2017.01.05	10:00:00	0.69974	0.70063	0.69706	0.69781	7618	5532313000	21
2017.01.05	11:00:00	0.69781	0.69825	0.69631	0.69728	5109	3479451000	21
2017.01.05	12:00:00	0.69729	0.69833	0.69658	0.69667	5135	4222578000	21
2017.01.05	13:00:00	0.69667	0.69690	0.69593	0.69599	4353	3769856000	21
2017.01.05	14:00:00	0.69600	0.69650	0.69553	0.69573	4229	4017915000	21
2017.01.05	15:00:00	0.69575	0.69839	0.69526	0.69755	9304	6518236000	21
2017.01.05	16:00:00	0.69756	0.69908	0.69753	0.69885	7732	5101537000	21
2017.01.05	17:00:00	0.69893	0.70289	0.69844	0.70251	12161	10180453000	21
2017.01.05	18:00:00	0.70250	0.70356	0.70149	0.70194	10194	7025488000	21
2017.01.05	19:00:00	0.70195	0.70273	0.70135	0.70253	4088	3078244000	21
2017.01.05	20:00:00	0.70251	0.70272	0.70183	0.70260	2739	2009851000	21
2017.01.05	21:00:00	0.70260	0.70303	0.70177	0.70209	4531	3978061000	22
2017.01.05	22:00:00	0.70209	0.70232	0.70179	0.70210	4909	5301504000	22
2017.01.05	23:00:00	0.70210	0.70281	0.70190	0.70227	3090	2269208000	23
2017.01.06	00:00:00	0.70221	0.70259	0.70094	0.70165	1058	402450000	21
2017.01.06	01:00:00	0.70161	0.70423	0.70155	0.70184	3312	1734026000	21
2017.01.06	02:00:00	0.70183	0.70207	0.70023	0.70109	5578	3228826000	21
2017.01.06	03:00:00	0.70106	0.70196	0.70050	0.70106	6503	4048498000	21
2017.01.06	04:00:00	0.70107	0.70257	0.70072	0.70201	4356	3190754000	21
2017.01.06	05:00:00	0.70198	0.70278	0.70115	0.70142	4768	4308269000	21
2017.01.06	06:00:00	0.70141	0.70250	0.70075	0.70103	5170	4123105000	21
2017.01.06	07:00:00	0.70104	0.70169	0.70084	0.70158	5306	4896086000	21
2017.01.06	08:00:00	0.70158	0.70213	0.70026	0.70101	5040	4422020000	22
2017.01.06	09:00:00	0.70102	0.70125	0.69992	0.70006	4655	3853329000	21
2017.01.06	10:00:00	0.70006	0.70147	0.69992	0.70135	4551	3376048000	21
2017.01.06	11:00:00	0.70135	0.70263	0.70103	0.70246	3842	2958736000	21
2017.01.06	12:00:00	0.70243	0.70314	0.70203	0.70305	4463	4441056000	21
2017.01.06	13:00:00	0.70305	0.70348	0.70192	0.70226	3330	3077714000	21
2017.01.06	14:00:00	0.70227	0.70233	0.70139	0.70187	3332	3158392000	21
2017.01.06	15:00:00	0.70189	0.70413	0.69806	0.69916	12721	8933666000	21
2017.01.06	16:00:00	0.69916	0.70044	0.69819	0.69919	10133	8867768000	21
2017.01.06	17:00:00	0.69919	0.70023	0.69842	0.69863	9253	8158291000	21
2017.01.06	18:00:00	0.69863	0.69913	0.69652	0.69702	6543	4699110000	21
2017.01.06	19:00:00	0.69705	0.69715	0.69623	0.69702	4678	4182187000	21
2017.01.06	20:00:00	0.69702	0.69720	0.69530	0.69538	6599	7288528000	21
2017.01.06	21:00:00	0.69538	0.69642	0.69537	0.69631	2272	1552231000	21
2017.01.06	22:00:00	0.69633	0.69661	0.69608	0.69629	3707	2896201000	21
2017.01.06	23:00:00	0.69631	0.69641	0.69539	0.69564	2322	1065700000	21
2017.01.09	00:00:00	0.69602	0.69630	0.69543	0.69577	928	557942000	21
2017.01.09	01:00:00	0.69572	0.69663	0.69561	0.69660	3515	2173789000	22
2017.01.09	02:00:00	0.69660	0.69670	0.69573	0.69652	4255	2827085000	21
2017.01.09	03:00:00	0.69651	0.69720	0.69638	0.69689	4819	3218762000	21
2017.01.09	04:00:00	0.69689	0.69715	0.69671	0.69671	4712	4911755000	22
2017.01.09	05:00:00	0.69671	0.69711	0.69560	0.69572	3234	2971689000	22
2017.01.09	06:00:00	0.69573	0.69598	0.69479	0.69537	3822	3876510000	22
2017.01.09	07:00:00	0.69537	0.69583	0.69482	0.69531	4308	4535132000	22
2017.01.09	08:00:00	0.69531	0.69625	0.69479	0.69613	3155	2956815000	21
2017.01.09	09:00:00	0.69613	0.69670	0.69523	0.69606	4401	3893966000	21
2017.01.09	10:00:00	0.69607	0.69760	0.69607	0.69700	5649	4550416000	21
2017.01.09	11:00:00	0.69701	0.69773	0.69630	0.69631	5252	4276013000	21
2017.01.09	12:00:00	0.69632	0.69682	0.69582	0.69662	4036	3839995000	21
2017.01.09	13:00:00	0.69664	0.69857	0.69659	0.69803	5414	4926796000	21
2017.01.09	14:00:00	0.69801	0.69814	0.69716	0.69752	4990	4419775000	21
2017.01.09	15:00:00	0.69754	0.69926	0.69751	0.69892	6324	5006909000	21
2017.01.09	16:00:00	0.69892	0.70024	0.69883	0.69915	6672	5926827000	21
2017.01.09	17:00:00	0.69918	0.70088	0.69900	0.70016	6771	5976108000	21
2017.01.09	18:00:00	0.70017	0.70305	0.70005	0.70248	6105	4338872000	21
2017.01.09	19:00:00	0.70248	0.70313	0.70185	0.70298	3687	2782455000	21
2017.01.09	20:00:00	0.70297	0.70313	0.70203	0.70205	3961	3802647000	21
2017.01.09	21:00:00	0.70204	0.70223	0.70139	0.70168	2809	2382450000	21
2017.01.09	22:00:00	0.70164	0.70165	0.70114	0.70129	2568	2371356000	21
2017.01.09	23:00:00	0.70126	0.70156	0.70102	0.70144	1486	956818000	21
2017.01.10	00:00:00	0.70141	0.70221	0.70119	0.70160	807	295549000	21
2017.01.10	01:00:00	0.70164	0.70184	0.70092	0.70121	3304	2158673000	21
2017.01.10	02:00:00	0.70121	0.70213	0.70083	0.70088	4757	3071786000	21
2017.01.10	03:00:00	0.70090	0.70179	0.70055	0.70101	4550	2818029000	21
2017.01.10	04:00:00	0.70102	0.70437	0.70062	0.70322	7749	5178299000	21
2017.01.10	05:00:00	0.70318	0.70467	0.70307	0.70380	7277	4722966000	21
2017.01.10	06:00:00	0.70382	0.70417	0.70289	0.70297	5145	4011339000	24
2017.01.10	07:00:00	0.70297	0.70313	0.70222	0.70280	5213	4029985000	23
2017.01.10	08:00:00	0.70280	0.70360	0.70178	0.70182	4627	2567204000	21
2017.01.10	09:00:00	0.70182	0.70222	0.70032	0.70106	4883	2711420000	21
2017.01.10	10:00:00	0.70106	0.70160	0.70024	0.70141	6403	3343974000	21
2017.01.10	11:00:00	0.70143	0.70163	0.69922	0.69975	5623	4255878000	21
2017.01.10	12:00:00	0.69977	0.70057	0.69917	0.70025	5173	4188238000	21
2017.01.10	13:00:00	0.70024	0.70027	0.69703	0.69714	5377	4933509000	21
2017.01.10	14:00:00	0.69714	0.69728	0.69576	0.69651	4480	3296778000	21
2017.01.10	15:00:00	0.69651	0.69772	0.69603	0.69766	5363	4563035000	21
2017.01.10	16:00:00	0.69767	0.70082	0.69713	0.69968	8165	6683805000	21
2017.01.10	17:00:00	0.69968	0.70045	0.69810	0.70003	8155	6381727000	21
2017.01.10	18:00:00	0.70003	0.70060	0.69910	0.69936	7055	4914392000	21
2017.01.10	19:00:00	0.69936	0.69977	0.69791	0.69870	4351	2964653000	21
2017.01.10	20:00:00	0.69872	0.69873	0.69797	0.69823	3757	3813613000	21
2017.01.10	21:00:00	0.69822	0.69914	0.69802	0.69893	2619	2454017000	22
2017.01.10	22:00:00	0.69892	0.69909	0.69859	0.69900	3555	3490924000	21
2017.01.10	23:00:00	0.69899	0.69948	0.69851	0.69869	1956	1851139000	21
2017.01.11	00:00:00	0.69854	0.69935	0.69809	0.69847	553	186450000	21
2017.01.11	01:00:00	0.69849	0.69884	0.69813	0.69815	2527	1783000000	22
2017.01.11	02:00:00	0.69816	0.69906	0.69697	0.69794	3958	2524066000	21
2017.01.11	03:00:00	0.69794	0.69884	0.69698	0.69829	4785	3312389000	21
2017.01.11	04:00:00	0.69829	0.69915	0.69764	0.69874	4609	3606481000	21
2017.01.11	05:00:00	0.69874	0.70002	0.69859	0.69942	4628	4142596000	21
2017.01.11	06:00:00	0.69944	0.69965	0.69887	0.69901	3806	2667790000	21
2017.01.11	07:00:00	0.69901	0.69971	0.69853	0.69949	4185	1938731000	21
2017.01.11	08:00:00	0.69949	0.70085	0.69913	0.70075	4314	2541503000	21
2017.01.11	09:00:00	0.70070	0.70070	0.69950	0.70007	3841	2187811000	21
2017.01.11	10:00:00	0.70007	0.70210	0.69946	0.70133	5426	4606381000	21
2017.01.11	11:00:00	0.70133	0.70145	0.70041	0.70069	4247	3693476000	21
2017.01.11	12:00:00	0.70071	0.70075	0.69881	0.69929	4996	3486003000	21
2017.01.11	13:00:00	0.69929	0.70042	0.69918	0.70001	4661	3609965000	21
2017.01.11	14:00:00	0.70001	0.70004	0.69869	0.69896	4785	3411119000	21
2017.01.11	15:00:00	0.69896	0.70002	0.69856	0.69981	5926	4870166000	21
2017.01.11	16:00:00	0.69981	0.70021	0.69780	0.69806	7627	6242474000	21
2017.01.11	17:00:00	0.69806	0.69811	0.69600	0.69765	9650	7057306000	21
2017.01.11	18:00:00	0.69767	0.70321	0.69661	0.70041	16806	11342631000	21
2017.01.11	19:00:00	0.70043	0.70487	0.69855	0.70393	14757	11418126000	21
2017.01.11	20:00:00	0.70389	0.70867	0.70371	0.70629	15367	10432691000	21
2017.01.11	21:00:00	0.70631	0.70703	0.70397	0.70520	7941	7076104000	21
2017.01.11	22:00:00	0.70522	0.70537	0.70430	0.70510	5259	4933368000	21
2017.01.11	23:00:00	0.70510	0.70559	0.70499	0.70547	3511	3116736000	23
2017.01.12	00:00:00	0.70494	0.70585	0.70494	0.70543	623	306100000	0
2017.01.12	01:00:00	0.70543	0.70701	0.70527	0.70631	3614	3143601000	22
2017.01.12	02:00:00	0.70632	0.70679	0.70498	0.70539	6825	4161505000	21
2017.01.12	03:00:00	0.70539	0.70605	0.70450	0.70570	7428	4428889000	21
2017.01.12	04:00:00	0.70568	0.70814	0.70562	0.70675	7261	3921771000	21
2017.01.12	05:00:00	0.70675	0.70784	0.70646	0.70767	5027	3207379000	21
2017.01.12	06:00:00	0.70770	0.70803	0.70678	0.70747	4197	3197965000	21
2017.01.12	07:00:00	0.70747	0.70802	0.70659	0.70802	4212	2751034000	21
2017.01.12	08:00:00	0.70800	0.70961	0.70727	0.70949	5028	3875723000	21
2017.01.12	09:00:00	0.70947	0.71004	0.70888	0.70997	5793	4729493000	21
2017.01.12	10:00:00	0.70998	0.71323	0.70970	0.71167	8675	7246868000	21
2017.01.12	11:00:00	0.71171	0.71318	0.71085	0.71219	7355	6703484000	21
2017.01.12	12:00:00	0.71220	0.71230	0.71069	0.71142	6422	6364862000	21
2017.01.12	13:00:00	0.71142	0.71169	0.71077	0.71117	5258	4597886000	21
2017.01.12	14:00:00	0.71117	0.71251	0.71109	0.71180	6438	4925932000	21
2017.01.12	15:00:00	0.71180	0.71282	0.71078	0.71153	6885	6285299000	21
2017.01.12	16:00:00	0.71152	0.71330	0.71105	0.71301	7925	7379013000	21
2017.01.12	17:00:00	0.71302	0.71352	0.71188	0.71210	9060	7092901000	21
2017.01.12	18:00:00	0.71211	0.71434	0.71185	0.71358	8174	4954404000	21
2017.01.12	19:00:00	0.71358	0.71404	0.71320	0.71334	4974	3109704000	22
2017.01.12	20:00:00	0.71337	0.71351	0.71251	0.71311	4803	3122042000	21
2017.01.12	21:00:00	0.71311	0.71325	0.71108	0.71112	4237	2293561000	21
2017.01.12	22:00:00	0.71113	0.71168	0.71064	0.71157	3689	3130516000	21
2017.01.12	23:00:00	0.71160	0.71160	0.70922	0.70932	1476	1313646000	21
2017.01.13	00:00:00	0.70840	0.71060	0.70840	0.71015	1361	600980000	21
2017.01.13	01:00:00	0.71015	0.71122	0.70993	0.71109	3346	1418185000	23
2017.01.13	02:00:00	0.71108	0.71174	0.71020	0.71075	5388	2995340000	22
2017.01.13	03:00:00	0.71075	0.71214	0.71045	0.71179	6376	3317615000	21
2017.01.13	04:00:00	0.71180	0.71219	0.71019	0.71025	6159	3128752000	22
2017.01.13	05:00:00	0.71025	0.71138	0.70999	0.71108	5216	3942714000	23
2017.01.13	06:00:00	0.71107	0.71216	0.71079	0.71212	4148	2757617000	22
2017.01.13	07:00:00	0.71211	0.71225	0.71014	0.71037	3312	2057238000	22
2017.01.13	08:00:00	0.71036	0.71172	0.71025	0.71118	4788	2081960000	21
2017.01.13	09:00:00	0.71118	0.71302	0.71085	0.71169	5452	4329510000	21
2017.01.13	10:00:00	0.71169	0.71296	0.71042	0.71108	6897	5624916000	21
2017.01.13	11:00:00	0.71108	0.71219	0.71028	0.71179	5652	4334262000	21
2017.01.13	12:00:00	0.71179	0.71274	0.71166	0.71188	4689	4450850000	21
2017.01.13	13:00:00	0.71188	0.71298	0.71177	0.71200	4087	3047138000	21
2017.01.13	14:00:00	0.71200	0.71283	0.71187	0.71228	5204	4168496000	21
2017.01.13	15:00:00	0.71230	0.71383	0.71007	0.71086	10967	7412336000	21
2017.01.13	16:00:00	0.71087	0.71121	0.70718	0.70770	12504	9792442000	21
2017.01.13	17:00:00	0.70773	0.71150	0.70701	0.71110	12771	9025514000	21
2017.01.13	18:00:00	0.71110	0.71122	0.70907	0.71028	7520	5468350000	21
2017.01.13	19:00:00	0.71028	0.71200	0.71003	0.71094	5663	3870055000	21
2017.01.13	20:00:00	0.71096	0.71156	0.71040	0.71108	3374	3101696000	23
2017.01.13	21:00:00	0.71109	0.71257	0.71100	0.71256	3767	3322042000	21
2017.01.13	22:00:00	0.71258	0.71262	0.71195	0.71219	3071	2753127000	22
2017.01.13	23:00:00	0.71217	0.71278	0.71217	0.71278	820	428595000	26
2017.01.16	00:00:00	0.71035	0.71272	0.70836	0.71209	2018	1094548000	0
2017.01.16	01:00:00	0.71211	0.71469	0.71204	0.71265	4628	2498529000	22
2017.01.16	02:00:00	0.71266	0.71275	0.71147	0.71186	3736	2360501000	24
2017.01.16	03:00:00	0.71188	0.71195	0.70976	0.71034	3670	2553966000	22
2017.01.16	04:00:00	0.71032	0.71101	0.70979	0.71050	4113	2825000000	23
2017.01.16	05:00:00	0.71049	0.71050	0.70871	0.70912	3288	2630445000	21
2017.01.16	06:00:00	0.70912	0.70979	0.70895	0.70975	2961	2201013000	23
2017.01.16	07:00:00	0.70975	0.70998	0.70907	0.70938	3664	3073670000	21
2017.01.16	08:00:00	0.70937	0.71109	0.70931	0.71053	4391	3973945000	21
2017.01.16	09:00:00	0.71053	0.71120	0.70913	0.70917	4575	4010540000	21
2017.01.16	10:00:00	0.70916	0.70949	0.70775	0.70793	6558	5809972000	21
2017.01.16	11:00:00	0.70793	0.70925	0.70752	0.70904	5029	4499363000	22
2017.01.16	12:00:00	0.70904	0.70954	0.70814	0.70832	4130	3786876000	22
2017.01.16	13:00:00	0.70826	0.70873	0.70774	0.70838	4773	4030918000	22
2017.01.16	14:00:00	0.70837	0.71019	0.70819	0.70998	3536	3682087000	21
2017.01.16	15:00:00	0.71000	0.71035	0.70965	0.70969	3112	3284579000	21
2017.01.16	16:00:00	0.70970	0.71072	0.70953	0.71032	3444	3223079000	21
2017.01.16	17:00:00	0.71032	0.71044	0.70943	0.70966	3270	2907301000	21
2017.01.16	18:00:00	0.70966	0.70988	0.70868	0.70963	2157	1623405000	21
2017.01.16	19:00:00	0.70960	0.71034	0.70952	0.71034	1264	973959000	21
2017.01.16	20:00:00	0.71033	0.71051	0.70979	0.71004	1433	925461000	22
2017.01.16	21:00:00	0.71004	0.71059	0.71002	0.71027	2179	1122206000	21
2017.01.16	22:00:00	0.71026	0.71048	0.70920	0.70974	1427	757299000	21
2017.01.16	23:00:00	0.70974	0.71047	0.70955	0.70975	1028	743750000	31
2017.01.17	00:00:00	0.70975	0.71022	0.70880	0.70990	650	308190000	0
2017.01.17	01:00:00	0.70988	0.71021	0.70949	0.70973	1586	841847000	22
2017.01.17	02:00:00	0.70970	0.71175	0.70957	0.70993	3932	2378915000	22
2017.01.17	03:00:00	0.70993	0.71045	0.70947	0.70975	3981	2890223000	21
2017.01.17	04:00:00	0.70970	0.71104	0.70955	0.71092	3085	2542816000	22
2017.01.17	05:00:00	0.71092	0.71174	0.71038	0.71123	3607	3171233000	22
2017.01.17	06:00:00	0.71123	0.71344	0.71122	0.71285	4038	3594855000	23
2017.01.17	07:00:00	0.71285	0.71586	0.71285	0.71544	5770	4904355000	21
2017.01.17	08:00:00	0.71543	0.71594	0.71402	0.71468	6509	4191439000	22
2017.01.17	09:00:00	0.71466	0.71678	0.71421	0.71674	6699	5169879000	21
2017.01.17	10:00:00	0.71674	0.71826	0.71620	0.71648	9290	6369254000	21
2017.01.17	11:00:00	0.71648	0.71813	0.71595	0.71738	7959	5756766000	22
2017.01.17	12:00:00	0.71737	0.71812	0.71644	0.71804	6724	4629608000	22
2017.01.17	13:00:00	0.71805	0.71973	0.71785	0.71913	9748	6599196000	21
2017.01.17	14:00:00	0.71913	0.71962	0.71721	0.71741	10737	6767611000	21
2017.01.17	15:00:00	0.71742	0.71891	0.71692	0.71879	12292	8728668000	21
2017.01.17	16:00:00	0.71878	0.72065	0.71840	0.72035	12229	8732896000	21
2017.01.17	17:00:00	0.72038	0.72045	0.71846	0.71862	11342	8078511000	21
2017.01.17	18:00:00	0.71865	0.71939	0.71802	0.71809	7311	5985166000	21
2017.01.17	19:00:00	0.71809	0.71965	0.71809	0.71925	3662	3213824000	21
2017.01.17	20:00:00	0.71925	0.71975	0.71891	0.71971	2281	2157666000	22
2017.01.17	21:00:00	0.71973	0.72084	0.71969	0.72073	3445	2658510000	22
2017.01.17	22:00:00	0.72072	0.72080	0.72021	0.72036	2715	1795843000	22
2017.01.17	23:00:00	0.72036	0.72186	0.72035	0.72102	1325	1012039000	21
2017.01.18	00:00:00	0.72085	0.72140	0.72065	0.72100	594	313984000	0
2017.01.18	01:00:00	0.72100	0.72148	0.72000	0.72004	2157	1554801000	23
2017.01.18	02:00:00	0.72004	0.72080	0.71876	0.72046	4687	3331910000	23
2017.01.18	03:00:00	0.72045	0.72070	0.71933	0.72057	5910	4774101000	21
2017.01.18	04:00:00	0.72056	0.72059	0.71945	0.71982	4463	2963099000	21
2017.01.18	05:00:00	0.71983	0.72093	0.71958	0.72027	3561	2391002000	21
2017.01.18	06:00:00	0.72027	0.72071	0.72005	0.72026	3130	2558637000	23
2017.01.18	07:00:00	0.72026	0.72038	0.71886	0.71898	3815	3050577000	23
2017.01.18	08:00:00	0.71898	0.72049	0.71888	0.71968	3945	3364784000	21
2017.01.18	09:00:00	0.71968	0.72006	0.71900	0.71919	4331	3108213000	22
2017.01.18	10:00:00	0.71920	0.72079	0.71919	0.71952	5248	3209343000	21
2017.01.18	11:00:00	0.71948	0.71989	0.71916	0.71988	3537	2181461000	22
2017.01.18	12:00:00	0.71988	0.72042	0.71981	0.72006	4608	2874072000	22
2017.01.18	13:00:00	0.72006	0.72014	0.71907	0.71953	3642	2285026000	21
2017.01.18	14:00:00	0.71953	0.71970	0.71873	0.71879	4134	2832039000	21
2017.01.18	15:00:00	0.71878	0.71946	0.71811	0.71833	7006	5468547000	21
2017.01.18	16:00:00	0.71833	0.72031	0.71784	0.72019	6534	4689379000	21
2017.01.18	17:00:00	0.72016	0.72060	0.71955	0.71991	8144	5927137000	21
2017.01.18	18:00:00	0.71990	0.72008	0.71724	0.71768	6533	4482635000	21
2017.01.18	19:00:00	0.71767	0.71767	0.71664	0.71686	4121	2704983000	21
2017.01.18	20:00:00	0.71687	0.71711	0.71602	0.71649	3616	2561928000	21
2017.01.18	21:00:00	0.71649	0.71695	0.71602	0.71694	3541	2538309000	21
2017.01.18	22:00:00	0.71697	0.71697	0.71307	0.71381	9464	7359829000	21
2017.01.18	23:00:00	0.71381	0.71393	0.71209	0.71227	3242	2642884000	21
2017.01.19	00:00:00	0.71201	0.71318	0.71200	0.71293	1162	806220000	0
2017.01.19	01:00:00	0.71294	0.71329	0.71234	0.71276	4751	4477003000	23
2017.01.19	02:00:00	0.71277	0.71359	0.71159	0.71196	7061	7390625000	22
2017.01.19	03:00:00	0.71196	0.71273	0.71167	0.71219	6214	5178029000	23
2017.01.19	04:00:00	0.71218	0.71381	0.71216	0.71374	4130	2515574000	22
2017.01.19	05:00:00	0.71374	0.71460	0.71344	0.71379	4656	3525374000	21
2017.01.19	06:00:00	0.71380	0.71460	0.71369	0.71409	4008	3833792000	22
2017.01.19	07:00:00	0.71409	0.71434	0.71317	0.71429	3286	2883518000	23
2017.01.19	08:00:00	0.71429	0.71514	0.71382	0.71512	3904	3803376000	21
2017.01.19	09:00:00	0.71512	0.71513	0.71299	0.71413	6391	5172821000	21
2017.01.19	10:00:00	0.71411	0.71730	0.71362	0.71697	7031	4266640000	21
2017.01.19	11:00:00	0.71696	0.71995	0.71655	0.71800	7253	4420463000	21
